row_id,main_id,name,indicator,value,year,scenario,source_id,geometry
water_risk-715d4318-2080-bau-2,QC-MAIN-715d4318,Horizon,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-bau-3,QC-MAIN-715d4318,Horizon,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-pes-1,QC-MAIN-715d4318,Horizon,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-pes-2,QC-MAIN-715d4318,Horizon,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-pes-3,QC-MAIN-715d4318,Horizon,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-opt-1,QC-MAIN-715d4318,Horizon,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-opt-2,QC-MAIN-715d4318,Horizon,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-715d4318-2080-opt-3,QC-MAIN-715d4318,Horizon,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-73.450825 45.57462)
water_risk-94e652a5-2020-baseline-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2020-baseline-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2020-baseline-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2020-baseline-4,NT-MAIN-94e652a5,Gahcho Kué,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2020-baseline-5,NT-MAIN-94e652a5,Gahcho Kué,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-bau-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-bau-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-bau-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-pes-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-pes-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-pes-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-opt-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-opt-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2030-opt-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-bau-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-bau-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-bau-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-pes-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-pes-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-pes-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-opt-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-opt-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2050-opt-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-bau-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-bau-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-bau-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-pes-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-pes-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-pes-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-opt-1,NT-MAIN-94e652a5,Gahcho Kué,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-opt-2,NT-MAIN-94e652a5,Gahcho Kué,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-94e652a5-2080-opt-3,NT-MAIN-94e652a5,Gahcho Kué,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-109.21194 63.44528)
water_risk-382acb18-2020-baseline-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2020-baseline-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2020-baseline-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2020-baseline-4,BC-MAIN-382acb18,Wicheeda,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2020-baseline-5,BC-MAIN-382acb18,Wicheeda,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-bau-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-bau-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-bau-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-pes-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-pes-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-pes-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-opt-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-opt-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2030-opt-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-bau-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-bau-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-bau-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-pes-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-pes-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-pes-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-opt-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-opt-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2050-opt-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-bau-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-bau-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-bau-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-pes-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-pes-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-pes-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-opt-1,BC-MAIN-382acb18,Wicheeda,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-opt-2,BC-MAIN-382acb18,Wicheeda,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-382acb18-2080-opt-3,BC-MAIN-382acb18,Wicheeda,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-122.09912 54.53141)
water_risk-4aef3cb2-2020-baseline-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2020-baseline-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2020-baseline-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2020-baseline-4,SK-MAIN-4aef3cb2,Waterbury,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2020-baseline-5,SK-MAIN-4aef3cb2,Waterbury,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-bau-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-bau-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-bau-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-pes-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-pes-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-pes-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-opt-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-opt-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2030-opt-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-bau-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-bau-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-bau-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-pes-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-pes-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-pes-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-opt-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-opt-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2050-opt-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-bau-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-bau-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-bau-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-pes-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-pes-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-pes-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-opt-1,SK-MAIN-4aef3cb2,Waterbury,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-opt-2,SK-MAIN-4aef3cb2,Waterbury,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-4aef3cb2-2080-opt-3,SK-MAIN-4aef3cb2,Waterbury,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-104.03032 58.3478)
water_risk-95ec2625-2020-baseline-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2020-baseline-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2020-baseline-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2020-baseline-4,SK-MAIN-95ec2625,Wheeler River,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2020-baseline-5,SK-MAIN-95ec2625,Wheeler River,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-bau-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-bau-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-bau-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-pes-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-pes-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-pes-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-opt-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-opt-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2030-opt-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-bau-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-bau-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-bau-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-pes-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-pes-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-pes-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-opt-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-opt-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2050-opt-3,SK-MAIN-95ec2625,Wheeler River,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2080-bau-1,SK-MAIN-95ec2625,Wheeler River,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
water_risk-95ec2625-2080-bau-2,SK-MAIN-95ec2625,Wheeler River,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-105.38137 57.50888)
