main_id,facility_name,reported_company,longitude,latitude,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source,source_df,geometry
ON-MAIN-206041d1,Fraser,Glencore Canada Corporation,-81.3404,46.6633,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, cobalt, silver",,nrcan_mining_df,POINT (-81.3404 46.6633)
QC-MAIN-abb3e1c7,General Smelting Company of Canada,Glencore Canada Corporation,-73.676345,45.448518,,Quebec,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (-73.676345 45.448518)
QC-MAIN-30c1828c,Horne,Glencore Canada Corporation,-79.0151,48.2534,,Quebec,active_facility,,,manufacturing,Smelter,Base metals,Copper anodes,"Copper anodes, precious metals, sulfuric acid",,nrcan_manufacturing_df,POINT (-79.0151 48.2534)
ON-MAIN-f8313ebd,Kidd Creek,Glencore Canada Corporation,-81.37,48.6894,Timmins,Ontario,active_facility,,,mining,"Underground, concentrator",Base metals,Copper,"Copper, zinc, silver, selenium, indium",,nrcan_mining_df,POINT (-81.37 48.6894)
ON-MAIN-fcb287a4,Nickel Rim South,Glencore Canada Corporation,-80.796793,46.657982,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals,Nickel,"Nickel, copper, cobalt, platinum group metals, gold",,nrcan_mining_df,POINT (-80.796793 46.657982)
ON-MAIN-319e04a8,Onaping Depth,Glencore Canada Corporation,-81.383878,46.632019,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt, platinum, palladium, rhodium, gold, silver",,nrcan_critical_df,POINT (-81.383878 46.632019)
QC-MAIN-a97821c0,Raglan,Glencore Canada Corporation,-73.674669,61.687171,Katinniq,Quebec,active_facility,,,mining,"Underground, concentrator",Base metals,Nickel,"Nickel, platinum group metals, copper, cobalt, gold, silver",,nrcan_mining_df,POINT (-73.674669 61.687171)
ON-MAIN-ed85ac94,Strathcona,Glencore Canada Corporation,-81.3427,46.6734,Sudbury,Ontario,active_facility,,,mining,Concentrator,Base metals,Nickel,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",,nrcan_mining_df,POINT (-81.3427 46.6734)
ON-MAIN-40ce0593,Sudbury,Glencore Canada Corporation,-80.7993,46.5763,,Ontario,active_facility,,,manufacturing,"Smelter, plant",Base metals,Nickel-copper matte containing cobalt,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",,nrcan_manufacturing_df,POINT (-80.7993 46.5763)
ON-MAIN-4440c34c,Smiths Falls Operation,Glenview Iron & Metal Ltd.,-76.063979,44.912968,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-76.063979 44.912968)
BC-MAIN-4724f4ba,Elk,Gold Mountain Mining Corp.,-120.31487,49.8538,Peachland,British Columbia,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-120.31487 49.8538)
YT-MAIN-956d050a,Carmacks,Granite Creek Copper,-136.7,62.33,,Yukon,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver, molybdenum",,nrcan_critical_df,POINT (-136.7 62.33)
ON-MAIN-97ee890f,Seymour Lake,Green Technology Metals Limited,-88.4491,50.40987,,Ontario,project_facility,Active,Advanced Project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (-88.4491 50.40987)
MB-MAIN-27a90834,Makwa Mayville,Grid Metals Corp.,-95.60953,50.6298,,Manitoba,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, platinum, palladium, cobalt",,nrcan_critical_df,POINT (-95.60953 50.6298)
SK-MAIN-fbe28fef,Kindersley Lithium,Grounded Lithium Corp.,-109.19120556,51.73894139,,Saskatchewan,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),,nrcan_critical_df,POINT (-109.19120556 51.73894139)
BC-MAIN-b031959a,Turnagain,Hard Creek Nickel Corp. (Giga Metals Corporation),-128.86282,58.47856,,British Columbia,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, cobalt, platinum, palladium",,nrcan_critical_df,POINT (-128.86282 58.47856)
QC-MAIN-b86f7d07,Casa Berardi,Hecla Mining Company,-79.231307,49.5719,"north of La Sarre, Casa Berardi Twp.",Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (-79.231307 49.5719)
YT-MAIN-44857446,Keno Hill Silver District,Hecla Mining Company,-135.4833,63.9167,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,Silver,"Silver, zinc, lead",,nrcan_mining_df,POINT (-135.4833 63.9167)
YT-MAIN-c3105f43,Rackla Gold,Hecla Mining Company,-134.41278,64.19667,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, tungsten",,nrcan_critical_df,POINT (-134.41278 64.19667)
ON-MAIN-fc6f1a44,Ivaco Rolling Mills,"Heico Companies, LLC",-74.704435,45.6119,,Ontario,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,,nrcan_manufacturing_df,POINT (-74.704435 45.6119)
MB-MAIN-e2e67f8f,1901,Hudbay Minerals Inc.,-100.134,54.8557,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-100.134 54.8557)
BC-MAIN-599152a0,Copper Mountain,Hudbay Minerals Inc.,-120.533,49.331,Princeton,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Copper,"Copper, gold, silver",,nrcan_mining_df,POINT (-120.533 49.331)
MB-MAIN-be5b3dc8,Lalor Lake,Hudbay Minerals Inc.,-100.13333,54.86667,Snow Lake,Manitoba,active_facility,,,mining,Underground,Base metals and precious metals,Gold,"Gold, zinc, copper, silver",,nrcan_mining_df,POINT (-100.13333 54.86667)
MB-MAIN-da0b5c3d,New Britannia,Hudbay Minerals Inc.,-100.024002,54.886349,Snow Lake,Manitoba,active_facility,,,mining,Concentrator,Base metals and precious metals,Gold,"Gold, copper",,nrcan_mining_df,POINT (-100.024002 54.886349)
MB-MAIN-c0684566,Rail,Hudbay Minerals Inc.,-100.5916,54.7463,,Manitoba,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, zinc, silver",,nrcan_critical_df,POINT (-100.5916 54.7463)
MB-MAIN-0898e255,Stall Lake,Hudbay Minerals Inc.,-99.9451,54.85692,Snow Lake,Manitoba,active_facility,,,mining,Concentrator,Base metals and precious metals,Gold,"Gold, zinc",,nrcan_mining_df,POINT (-99.9451 54.85692)
MB-MAIN-854abe09,Talbot,Hudbay Minerals Inc.,-99.6343,54.1133,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-99.6343 54.1133)
MB-MAIN-1a82a1b7,Tower,Hudbay Minerals Inc.,-99.2284,53.9623,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-99.2284 53.9623)
MB-MAIN-b5b81ee3,Wim,Hudbay Minerals Inc.,-100.05248,55.02136,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, zinc, copper, silver",,nrcan_critical_df,POINT (-100.05248 55.02136)
QC-MAIN-02884fb5,Westwood-Doyon,IAMGOLD Corporation,-78.502,48.256,Cadillac,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (-78.502 48.256)
ON-MAIN-a3c56a83,Lac des Iles,Impala Canada Ltd.,-89.6105,49.1691,Thunder Bay,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Platinum group metals,"Platinum group metals, gold, nickel, copper, cobalt",,nrcan_mining_df,POINT (-89.6105 49.1691)
BC-MAIN-3f490561,Mount Polley,Imperial Metals Corporation,-121.633931,52.544959,northeast of Williams Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Gold,"Gold, copper, silver",,nrcan_mining_df,POINT (-121.633931 52.544959)
QC-MAIN-586679b9,Crater Lake,Imperial Mining Group,-63.8991,55.35025,,Quebec,project_facility,Active,Advanced project,project,,,Scandium,"Scandium, rare earth elements",,nrcan_critical_df,POINT (-63.8991 55.35025)
MB-MAIN-d7217475,Industrial Metals,Industrial Metals,-97.098232,49.88847,,Manitoba,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-97.098232 49.88847)
NL-MAIN-dd723db4,Carol Lake,Iron Ore Company of Canada Inc.,-66.936774,53.039755,Labrador City,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Iron,,nrcan_mining_df,POINT (-66.936774 53.039755)
ON-MAIN-7001a391,McCreedy West,KGHM Polska Miedź S.A.,-81.39894,46.638059,Sudbury,Ontario,active_facility,,,mining,Underground,Base metals and precious metals,Copper,"Copper, nickel, platinum group metals, gold, silver, cobalt",,nrcan_mining_df,POINT (-81.39894 46.638059)
ON-MAIN-9a34108c,Victoria,KGHM Polska Miedź S.A.,-81.38333,46.41667,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, gold, cobalt, platinum, palladium",,nrcan_critical_df,POINT (-81.38333 46.41667)
ON-MAIN-6bd6cc80,Kingston Operation,KIMCO Steel Sales Ltd.,-76.5121,44.2615,,Ontario,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-76.5121 44.2615)
SK-MAIN-017a6137,Wynyard,Karnalyte Resources Inc.,-103.931327,51.69246,,Saskatchewan,project_facility,Active,Advanced project,project,,,Potash,"Potash, magnesium",,nrcan_critical_df,POINT (-103.931327 51.69246)
MB-MAIN-a832fb0a,East Wekusko - Snow Lake,Kinross Gold Corporation,-99.77143,54.78534,,Manitoba,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, copper, zinc",,nrcan_critical_df,POINT (-99.77143 54.78534)
BC-MAIN-12730593,Kutcho,Kutcho Copper Corp.,-128.38736,58.20996,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, zinc, silver, gold, lead",,nrcan_critical_df,POINT (-128.38736 58.20996)
ON-MAIN-575c5e66,Ontario Spoke,Li-Cycle Corp,-76.5,44.233334,,Ontario,project_facility,Active,Battery recycling facility,project,,,Battery materials (black mass),Battery materials (black mass),,nrcan_critical_df,POINT (-76.5 44.233334)
ON-MAIN-6b998583,Markham lithium reprocessing facility,Li-Metal Corp.,-79.3415,43.8331,,Ontario,project_facility,Active,Advanced processing project,project,,,Lithium metal,Lithium metal,,nrcan_critical_df,POINT (-79.3415 43.8331)
QC-MAIN-0414a373,Lithion St-Bruno,Lithion,-73.349998,45.533333,,Quebec,project_facility,Active,Advanced processing project,project,,,Battery materials (black mass),Battery materials (black mass),,nrcan_critical_df,POINT (-73.349998 45.533333)
AB-MAIN-35d0dc71,Boardwalk,Lithium Bank,-117.163427,54.946792,,Alberta,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),,nrcan_critical_df,POINT (-117.163427 54.946792)
QC-MAIN-a2c6775d,La Loutre,Lomiko Metals Inc.,-74.99714,46.03656,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (-74.99714 46.03656)
BC-MAIN-c7247100,Driftwood Creek,MGX Minerals Inc.,-116.575,50.904,,British Columbia,project_facility,Active,Advanced project,project,,,Magnesium,Magnesium,,nrcan_critical_df,POINT (-116.575 50.904)
NU-MAIN-8e62bfbc,High Lake,MMG Limited,-110.8436,67.37556,,Nunavut,project_facility,Active,Advanced project,project,,,Copper,"Copper, zinc, gold, silver, lead",,nrcan_critical_df,POINT (-110.8436 67.37556)
NU-MAIN-1ef8af2c,Izok Lake,MMG Limited,-112.79889,65.63056,,Nunavut,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, silver, lead, gold",,nrcan_critical_df,POINT (-112.79889 65.63056)
ON-MAIN-b1d981ca,Crean Hill,Magna Mining Inc.,-81.36167,46.42472,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, cobalt, platinum, palladium, gold",,nrcan_critical_df,POINT (-81.36167 46.42472)
ON-MAIN-54b7e152,Shakespeare,Magna Mining Inc.,-81.85944,46.33417,,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, palladium, platinum, gold, cobalt",,nrcan_critical_df,POINT (-81.85944 46.33417)
QC-MAIN-aa793d35,Dumont Nickel,Magneto Investments Limited Partnership,-78.4425,48.64667,,Quebec,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, cobalt, platinum, palladium, iron ore",,nrcan_critical_df,POINT (-78.4425 48.64667)
QC-MAIN-649d2873,Niobec Converter,Magris Performance Materials,-71.158168,48.531738,,Quebec,active_facility,,,manufacturing,,Ferroalloys,Ferroniobium,Ferroniobium,,nrcan_manufacturing_df,POINT (-71.158168 48.531738)
QC-MAIN-a555d9b9,Niobec,Magris Performance Materials Inc.,-71.156929,48.532148,Saint-Honoré-de-Chicoutimi,Quebec,active_facility,,,mining,"Underground, concentrator",Other metals,Niobium,Niobium,,nrcan_mining_df,POINT (-71.156929 48.532148)
NB-MAIN-c1e4dee0,Battery Hill,Manganese X Energy Corp.,-67.62547,46.22531,,New Brunswick,project_facility,Active,Advanced project,project,,,Manganese,"Manganese, iron ore",,nrcan_critical_df,POINT (-67.62547 46.22531)
NL-MAIN-f021107e,Point Rousse,Maritime Resources Corp.,-56.124447,49.96142,Baie Verte,Newfoundland and Labrador,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-56.124447 49.96142)
QC-MAIN-615ebdb4,Lac Guéret (Uatnan),"Mason Graphite Inc. and Nouveau Monde Graphite, Inc.",-69.1,51.14,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (-69.1 51.14)
ON-MAIN-470b504b,Ottawa Plant,Masterloy Products Limited,-75.562391,45.298042,,Ontario,active_facility,,,manufacturing,,Ferroalloys,Vanadium,"Vanadium, molybdenum",,nrcan_manufacturing_df,POINT (-75.562391 45.298042)
ON-MAIN-4e0734b5,Fox Complex,McEwen Mining Inc.,-80.340814,48.534362,Matheson,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-80.340814 48.534362)
BC-MAIN-d9e2f362,Richmond,Metalex Products Ltd.,-123.092001,49.194196,,British Columbia,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Recycled lead,,nrcan_manufacturing_df,POINT (-123.092001 49.194196)
QC-MAIN-237d67c1,Lac Rainy Graphite,Metals Australia Ltd.,-67.07597,52.60511,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (-67.07597 52.60511)
YT-MAIN-752fbcae,Minto,Minto Metals Corporation,-137.23858,62.618875,Pelly Crossing,Yukon,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,Copper,"Copper, gold, silver",,nrcan_mining_df,POINT (-137.23858 62.618875)
QC-MAIN-eb73fd68,Nemaska lithium conversion facility,Nemaska Lithium Inc.,-72.433334,46.333332,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium hydroxide,Lithium hydroxide,,nrcan_critical_df,POINT (-72.433334 46.333332)
QC-MAIN-9d41d417,Whabouchi,Nemaska Lithium Inc.,-75.85333,51.67972,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (-75.85333 51.67972)
ON-MAIN-2bb07cd3,River Valley,New Age Metals Inc.,-80.27606,46.70591,,Ontario,project_facility,Active,Advanced project,project,,,Palladium,"Palladium, platinum, gold, nickel, copper, rhodium, cobalt",,nrcan_critical_df,POINT (-80.27606 46.70591)
BC-MAIN-aa76f6f2,New Afton,New Gold Inc.,-120.514,50.661,Kamloops,British Columbia,active_facility,,,mining,"Underground, concentrator",Base metals and precious metals,Gold,"Gold, copper, silver",,nrcan_mining_df,POINT (-120.514 50.661)
ON-MAIN-0aadf28f,Rainy River,New Gold Inc.,-94.012,48.833,Fort Frances,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (-94.012 48.833)
ON-MAIN-1c674cd0,Borden,Newmont Corporation,-83.260981,47.871883,Chapleau,Ontario,active_facility,,,mining,"Open-pit, underground",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-83.260981 47.871883)
BC-MAIN-857b7b89,Brucejack,Newmont Corporation,-130.21783,56.47554,Stewart,British Columbia,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (-130.21783 56.47554)
BC-MAIN-c720b195,GJ,Newmont Corporation,-130.25,57.63,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-130.25 57.63)
ON-MAIN-8629a493,Hollinger,Newmont Corporation,-81.31314,48.4733,Timmins,Ontario,active_facility,,,mining,Open-pit,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-81.31314 48.4733)
ON-MAIN-538513cd,Hoyle Pond,Newmont Corporation,-81.1083,48.5519,south of Porcupine,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-81.1083 48.5519)
ON-MAIN-fefeaee4,Musselwhite,Newmont Corporation,-90.3636,52.6127,north of Pickle Lake,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,"Gold, silver",,nrcan_mining_df,POINT (-90.3636 52.6127)
ON-MAIN-3b3e5365,Porcupine,Newmont Corporation,-81.242719,48.463511,Timmins,Ontario,active_facility,,,mining,Concentrator,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-81.242719 48.463511)
BC-MAIN-8eb8be0d,Red Chris,Newmont Corporation,-129.78333,57.7,Kinaskan Lake,British Columbia,active_facility,,,mining,"Open-pit, concentrator",Base metals,Gold,"Gold, copper, silver",,nrcan_mining_df,POINT (-129.78333 57.7)
QC-MAIN-6dc537e6,Éléonore,Newmont Corporation,-76.08667,52.69889,Opinaca Reservoir,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-76.08667 52.69889)
BC-MAIN-b4655afb,Galore Creek,"Newmont Corporation, Teck Resources Limited",-131.45,57.13,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-131.45 57.13)
SK-MAIN-3012889c,Rook I,NexGen Energy Ltd.,-108.9925,57.59144,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,Uranium,,nrcan_critical_df,POINT (-108.9925 57.59144)
YT-MAIN-1910d1c3,Nickel Shaw,Nickel Creek Platinum Corp.,-139.53333,61.46667,,Yukon,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, copper, platinum, palladium, gold, cobalt",,nrcan_critical_df,POINT (-139.53333 61.46667)
QC-MAIN-288718a6,Crevier,Niobay Metals Inc.,-72.7644,49.46003,,Quebec,project_facility,Active,Advanced project,project,,,Niobium,"Niobium, tantalum",,nrcan_critical_df,POINT (-72.7644 49.46003)
NT-MAIN-b3681e03,Prairie Creek,NorZinc Ltd.,-124.79938,61.55713,,Northwest Territories,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",,nrcan_critical_df,POINT (-124.79938 61.55713)
BC-MAIN-265a57f6,Kwanika,NorthWest Copper Corp.,-125.271268,55.415303,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, silver",,nrcan_critical_df,POINT (-125.271268 55.415303)
NB-MAIN-f58cc895,Sisson,Northcliff Resources Ltd.,-67.045,46.365,,New Brunswick,project_facility,Active,Advanced project,project,,,Tungsten,"Tungsten, molybdenum",,nrcan_critical_df,POINT (-67.045 46.365)
ON-MAIN-8b86d975,Bissett Creek,Northern Graphite Corporation,-78.05992,46.11814,,Ontario,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (-78.05992 46.11814)
BC-MAIN-6fbdcf4c,North Island,Northisle Copper and Gold Inc.,-127.85639,50.67556,,British Columbia,project_facility,Active,Advanced project,project,,,Copper,"Copper, gold, molybdenum, rhenium",,nrcan_critical_df,POINT (-127.85639 50.67556)
QC-MAIN-d6748d40,Matawinie,"Nouveau Monde Graphite, Inc.",-73.9212,46.61728,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,Graphite,,nrcan_critical_df,POINT (-73.9212 46.61728)
QC-MAIN-69bb36c1,Caber Complex,Nuvau Minerals Corp.,-77.936644,49.773163,,Quebec,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, copper, silver, gold",,nrcan_critical_df,POINT (-77.936644 49.773163)
SK-MAIN-60ba74c4,McClean Lake,Orano Canada Inc.,-103.8361,58.3472,McClean Lake,Saskatchewan,active_facility,,,mining,Concentrator,Uranium,Uranium,Uranium,,nrcan_mining_df,POINT (-103.8361 58.3472)
NT-MAIN-b99d4cb2,Pine Point,Osisko Metals Inc.,-114.38652,60.87216,,Northwest Territories,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead",,nrcan_critical_df,POINT (-114.38652 60.87216)
NL-MAIN-a498ddc6,Michelin,Paladin Energy Limited,-59.984,54.584,,Newfoundland and Labrador,project_facility,Active,Advanced project,project,,,Uranium,Uranium,,nrcan_critical_df,POINT (-59.984 54.584)
ON-MAIN-bfbcd72e,Bell Creek,Pan American Silver Corp.,-81.178,48.553,Timmins,Ontario,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-81.178 48.553)
ON-MAIN-f3e6ff08,Timmins West,Pan American Silver Corp.,-81.549826,48.383275,Timmins,Ontario,active_facility,,,mining,Underground,Precious metals,Gold,Gold,,nrcan_mining_df,POINT (-81.549826 48.383275)
MB-MAIN-3ab82795,PADCOM Potash Mine,Potash and Agri Development Corporation of Manitoba Ltd. (PADCOM),-101.483097,50.735345,,Manitoba,project_facility,Active,Advanced project,project,,,Potash,Potash,,nrcan_critical_df,POINT (-101.483097 50.735345)
BC-MAIN-1f842681,Victoria Depot,Radius Recyling,-123.37692,48.43732,,British Columbia,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-123.37692 48.43732)
ON-MAIN-b466361f,Mississauga,Real Alloy Canada Ltd.,-79.6671,43.7058,,Ontario,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled  zinc,Recycled  zinc,,nrcan_manufacturing_df,POINT (-79.6671 43.7058)
BC-MAIN-ee65d38c,Richmond,Richmond Steel Recycling Limited,-123.086842,49.201528,,British Columbia,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-123.086842 49.201528)
QC-MAIN-3aa117d8,Alma,Rio Tinto Aluminum Inc.,-71.6897,48.5847,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),,nrcan_manufacturing_df,POINT (-71.6897 48.5847)
QC-MAIN-c1c7eb99,Arvida,Rio Tinto Aluminum Inc.,-71.165521,48.430174,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),"Aluminum (pure or alloyed), alumina, aluminum chemicals, composites",,nrcan_manufacturing_df,POINT (-71.165521 48.430174)
QC-MAIN-01c1e81f,Grande-Baie,Rio Tinto Aluminum Inc.,-70.9258,48.3058,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),,nrcan_manufacturing_df,POINT (-70.9258 48.3058)
BC-MAIN-eb47f7c7,Kitimat,Rio Tinto Aluminum Inc.,-128.6954,53.9976,,British Columbia,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),,nrcan_manufacturing_df,POINT (-128.6954 53.9976)
QC-MAIN-c0e3a48b,Laterrière,Rio Tinto Aluminum Inc.,-71.1287,48.3013,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Aluminum (pure or alloyed),,nrcan_manufacturing_df,POINT (-71.1287 48.3013)
QC-MAIN-92628f16,Vaudreuil,Rio Tinto Aluminum Inc.,-71.157919,48.428476,,Quebec,active_facility,,,manufacturing,Refinery,Aluminum,Alumina,Alumina,,nrcan_manufacturing_df,POINT (-71.157919 48.428476)
QC-MAIN-8d6616b4,Alouette,"Rio Tinto Aluminum Inc., Aluminium Austria Metall Québec Inc., Hydro Aluminium a.s., Société générale de financement du Québec and Marubeni Québec Inc.",-66.4429,50.1571,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure),Aluminum (pure),,nrcan_manufacturing_df,POINT (-66.4429 50.1571)
NT-MAIN-0ec39ce0,Diavik,Rio Tinto Group,-110.272,64.495,Lac de Gras,Northwest Territories,active_facility,,,mining,"Underground, plant",Diamonds,Diamonds,Diamonds,,nrcan_mining_df,POINT (-110.272 64.495)
QC-MAIN-e82266c5,Lac Tio,Rio Tinto Group,-63.416,50.5541,Havre-Saint-Pierre,Quebec,active_facility,,,mining,Open-pit,Other metals,Ilmenite,Ilmenite,,nrcan_mining_df,POINT (-63.416 50.5541)
QC-MAIN-11c40b1f,Lithium Demonstration Plant,Rio Tinto Group,-73.139626,46.043727,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium,Lithium,,nrcan_critical_df,POINT (-73.139626 46.043727)
QC-MAIN-3e146840,Rio Tinto Iron and Titanium,Rio Tinto Group,-73.138424,46.045907,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,"Steel, titanium dioxide, scandium",,nrcan_manufacturing_df,POINT (-73.138424 46.045907)
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,Rio Tinto Group,-73.139626,46.043727,,Quebec,project_facility,Active,Advanced unconventional project,project,,,Scandium,Scandium,,nrcan_critical_df,POINT (-73.139626 46.043727)
QC-MAIN-bebff037,A.S.I. - Ste Catherine,Riva Group,-73.60497,45.397642,,Quebec,active_facility,,,manufacturing,,,,,,nrcan_manufacturing_df,POINT (-73.60497 45.397642)
ON-MAIN-eda110b0,Georgia Lake,Rock Tech Lithium Inc.,-88.00298,49.45236,,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),,nrcan_critical_df,POINT (-88.00298 49.45236)
YT-MAIN-73ce66b5,Klaza,Rockhaven Resources Ltd.,-137.3175,62.14117,,Yukon,project_facility,Active,Advanced project,project,,,Gold,"Gold, silver, lead, zinc",,nrcan_critical_df,POINT (-137.3175 62.14117)
BC-MAIN-116ae608,Revel Ridge,Rokmaster Resources Corp.,-118.121,51.287,,British Columbia,project_facility,Active,Advanced project,project,,,Gold,"Gold, lead, silver, zinc",,nrcan_critical_df,POINT (-118.121 51.287)
ON-MAIN-dca9cce7,Ottawa,Royal Canadian Mint,-75.69922,45.431332,,Ontario,active_facility,,,manufacturing,Refinery,Precious metals,Gold,"Gold, silver",,nrcan_manufacturing_df,POINT (-75.69922 45.431332)
AB-MAIN-7430be9d,Steveville,Royal Helium Ltd.,-111.860024,50.7136,,Alberta,project_facility,Active,Advanced project,project,,,Helium,Helium,,nrcan_critical_df,POINT (-111.860024 50.7136)
QC-MAIN-1d2f31f9,Kwyjibo,SOQUEM (Investissement Québec),-65.26564,51.04975,,Quebec,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, phosphate, iron ore",,nrcan_critical_df,POINT (-65.26564 51.04975)
