main_id,tailing_id,distance_m,facility_name,related_mine,similarity_partial_score,similarity_token_set
QC-MAIN-288718a6,,,Crevier,,,
NB-MAIN-f58cc895,,,Sisson,,,
ON-MAIN-8b86d975,,,Bissett Creek,,,
BC-MAIN-6fbdcf4c,,,North Island,,,
BC-MAIN-265a57f6,,,Kwanika,,,
NT-MAIN-b3681e03,,,Prairie Creek,,,
QC-MAIN-d6748d40,,,Matawinie,,,
QC-MAIN-69bb36c1,774.0,12592.01,Caber Complex,Matagami Mine,28.57142857142857,23.07692307692308
QC-MAIN-69bb36c1,775.0,13537.69,Caber Complex,Matagami Mine,28.57142857142857,23.07692307692308
QC-MAIN-69bb36c1,776.0,10634.82,Caber Complex,Matagami Mine,28.57142857142857,23.07692307692308
SK-MAIN-60ba74c4,1345.0,17671.67,McClean Lake,Rabbit Lake Operation,52.17391304347826,50.0
NT-MAIN-b99d4cb2,1319.0,2785.47,Pine Point,Pine Point ,100.0,100.0
NL-MAIN-a498ddc6,,,Michelin,,,
ON-MAIN-bfbcd72e,771.0,7486.77,Bell Creek,Kidd Metallurgical Site,40.0,30.303030303030297
ON-MAIN-bfbcd72e,772.0,4665.32,Bell Creek,Kidd Metallurgical Site,40.0,30.303030303030297
ON-MAIN-bfbcd72e,773.0,4476.4,Bell Creek,Kidd Metallurgical Site,40.0,30.303030303030297
ON-MAIN-bfbcd72e,1868.0,13147.3,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1869.0,9923.24,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1871.0,9978.21,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1872.0,10470.7,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1873.0,11193.21,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1874.0,11373.92,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1875.0,12892.68,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1876.0,13724.57,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1877.0,9791.03,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1878.0,4425.53,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1879.0,5721.19,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1880.0,5524.02,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1881.0,14405.64,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1882.0,14923.13,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1883.0,15623.47,Bell Creek,Porcupine Gold Mines  ,30.000000000000004,26.66666666666667
ON-MAIN-bfbcd72e,1436.0,948.32,Bell Creek,Bell Creek,100.0,100.0
ON-MAIN-f3e6ff08,1883.0,19699.92,Timmins West,Porcupine Gold Mines  ,44.44444444444444,31.25
QC-MAIN-3aa117d8,,,Alma,,,
QC-MAIN-c1c7eb99,456.0,10003.21,Arvida,Vaudreuil,36.36363636363637,26.66666666666667
QC-MAIN-c1c7eb99,457.0,1922.15,Arvida,Vaudreuil,36.36363636363637,26.66666666666667
QC-MAIN-01c1e81f,,,Grande-Baie,,,
BC-MAIN-eb47f7c7,,,Kitimat,,,
QC-MAIN-c0e3a48b,456.0,7376.02,Laterrière,Vaudreuil,37.5,31.578947368421055
QC-MAIN-c0e3a48b,457.0,12854.94,Laterrière,Vaudreuil,37.5,31.578947368421055
QC-MAIN-92628f16,456.0,10001.7,Vaudreuil,Vaudreuil,100.0,100.0
QC-MAIN-92628f16,457.0,1508.68,Vaudreuil,Vaudreuil,100.0,100.0
QC-MAIN-8d6616b4,394.0,10869.7,Alouette,IOC Sept Iles,37.5,28.57142857142857
NT-MAIN-0ec39ce0,375.0,1915.1,Diavik,Diavik,100.0,100.0
QC-MAIN-e82266c5,,,Lac Tio,,,
QC-MAIN-11c40b1f,452.0,8266.25,Lithium Demonstration Plant,Sorel-Tracy,31.57894736842105,21.05263157894737
QC-MAIN-3e146840,452.0,8527.94,Rio Tinto Iron and Titanium,Sorel-Tracy,27.27272727272727,15.78947368421052
QC-MAIN-7b3b4c8b,452.0,8266.25,Scandium Demonstration Plant,Sorel-Tracy,31.57894736842105,25.641025641025635
ON-MAIN-eda110b0,,,Georgia Lake,,,
YT-MAIN-73ce66b5,,,Klaza,,,
BC-MAIN-116ae608,,,Revel Ridge,,,
ON-MAIN-dca9cce7,,,Ottawa,,,
SK-MAIN-d5c9124e,,,Rare Earth Processing Facility,,,
QC-MAIN-c4fb59c2,,,Moblan,,,
QC-MAIN-1186a6d0,24.0,19380.58,Authier,Laronde,25.0,14.285714285714292
QC-MAIN-1186a6d0,222.0,14826.52,Authier,Cadillac Molybdenite,44.44444444444444,14.81481481481481
QC-MAIN-dc1a16f9,,,North American Lithium,,,
BC-MAIN-b7591127,,,Iskut,,,
BC-MAIN-4959ea63,,,KSM,,,
YT-MAIN-03a159d7,,,Selwyn,,,
AB-MAIN-d3a4aba9,,,The Cobalt Refinery Company Inc.,,,
ON-MAIN-f4fc3276,,,Sugar Zone,,,
MB-MAIN-915d9faa,,,Tanco,,,
BC-MAIN-b1fe389a,225.0,3993.52,Eskay Creek,Eskay,100.0,100.0
BC-MAIN-b1fe389a,226.0,6511.65,Eskay Creek,Eskay,100.0,100.0
QC-MAIN-1d2f31f9,,,Kwyjibo,,,
NL-MAIN-bb23d8a6,,,Great Burnt Lake,,,
SK-MAIN-22ce14be,1508.0,10446.42,Santoy,Seabee Mine,44.44444444444444,23.529411764705884
SK-MAIN-22ce14be,1509.0,11213.6,Santoy,Seabee Mine,44.44444444444444,23.529411764705884
SK-MAIN-22ce14be,1767.0,10446.42,Santoy,Seabee Mine,44.44444444444444,23.529411764705884
SK-MAIN-22ce14be,1768.0,11213.6,Santoy,Seabee Mine,44.44444444444444,23.529411764705884
SK-MAIN-29afbdb5,1508.0,2741.58,Seabee,Seabee Mine,100.0,100.0
SK-MAIN-29afbdb5,1509.0,1971.63,Seabee,Seabee Mine,100.0,100.0
SK-MAIN-29afbdb5,1767.0,2741.58,Seabee,Seabee Mine,100.0,100.0
SK-MAIN-29afbdb5,1768.0,1971.63,Seabee,Seabee Mine,100.0,100.0
NS-MAIN-c9c77a59,,,Moose River Consolidated,,,
ON-MAIN-020a683c,,,Hamilton Works,,,
ON-MAIN-b2e5c9bb,,,Lake Erie Works,,,
QC-MAIN-3032c251,,,Renard,,,
QC-MAIN-b5937543,,,Blackrock,,,
QC-MAIN-64595b02,,,Blackrock Pyrometallurgical Facility,,,
BC-MAIN-a505d25d,,,Ootsa,,,
BC-MAIN-c5d1b42d,,,Berg,,,
QC-MAIN-6a26086e,452.0,8868.05,Sorel Forge,Sorel-Tracy,63.1578947368421,45.45454545454545
NL-MAIN-b64bae7a,393.0,10579.77,Scully,IOC Labrador City,28.57142857142857,8.695652173913047
NL-MAIN-18695c6d,393.0,9421.38,Scully Mine - Manganese project,IOC Labrador City,31.999999999999996,20.83333333333333
ON-MAIN-1aa10efa,,,Kenbridge,,,
BC-MAIN-23f67ea8,,,Aley,,,
BC-MAIN-6b4800fe,,,Gibraltar,,,
BC-MAIN-18bed6d7,,,Yellowhead,,,
NL-MAIN-e09881ff,,,DSO (3 and 4),,,
QC-MAIN-b8c826a2,,,DSO (Goodwood),,,
BC-MAIN-bf503b6b,1309.0,5067.91,Highland Valley,Highland Valley Copper,100.0,100.0
BC-MAIN-bf503b6b,1310.0,8617.04,Highland Valley,Highland Valley Copper,100.0,100.0
BC-MAIN-bf503b6b,1311.0,10743.77,Highland Valley,Highland Valley Copper,100.0,100.0
BC-MAIN-bf503b6b,1312.0,4386.5,Highland Valley,Highland Valley Copper,100.0,100.0
BC-MAIN-193ddddb,,,Schaft Creek,,,
BC-MAIN-3bb6b7cd,,,Trail,,,
QC-MAIN-2587e541,,,Strange Lake,,,
BC-MAIN-23155c25,,,Myra Falls,,,
YT-MAIN-68c87980,,,Freegold Mountain,,,
QC-MAIN-b2148882,,,Troilus,,,
ON-MAIN-4a6187a4,,,RapidSX Demonstration Plant,,,
SK-MAIN-9dd2b7f8,1343.0,2798.28,Horseshoe-Raven,Rabbit Lake Operation,30.76923076923077,22.22222222222223
SK-MAIN-9dd2b7f8,1345.0,5002.73,Horseshoe-Raven,Rabbit Lake Operation,30.76923076923077,22.22222222222223
ON-MAIN-387b06fe,,,Welland Mill,,,
ON-MAIN-de2f9639,1117.0,3348.98,Clarabelle,Sudbury,18.181818181818176,11.764705882352942
ON-MAIN-de2f9639,1119.0,3348.98,Clarabelle,Shebandowan,23.529411764705888,19.04761904761905
ON-MAIN-de2f9639,1122.0,1164.32,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1123.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1124.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1125.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1126.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1127.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1128.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-de2f9639,1129.0,7056.65,Clarabelle,Copper Cliff,31.57894736842105,27.272727272727266
ON-MAIN-6e9b2449,738.0,3867.65,Coleman,Onaping Area Mines,42.85714285714286,24.0
ON-MAIN-6e9b2449,739.0,3673.7,Coleman,Onaping Area Mines,42.85714285714286,24.0
ON-MAIN-6e9b2449,740.0,2988.52,Coleman,Onaping Area Mines,42.85714285714286,24.0
ON-MAIN-6e9b2449,747.0,6928.19,Coleman,Hardy Mine,25.0,23.529411764705884
ON-MAIN-f080c409,1117.0,4341.69,Copper Cliff Complex,Sudbury,15.384615384615385,7.407407407407405
ON-MAIN-f080c409,1119.0,4341.69,Copper Cliff Complex,Shebandowan,18.181818181818176,12.903225806451616
ON-MAIN-f080c409,1122.0,1466.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1123.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1124.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1125.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1126.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1127.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1128.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-f080c409,1129.0,6050.17,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1117.0,4725.67,Copper Cliff Complex,Sudbury,15.384615384615385,7.407407407407405
ON-MAIN-63b394c3,1119.0,4725.67,Copper Cliff Complex,Shebandowan,18.181818181818176,12.903225806451616
ON-MAIN-63b394c3,1122.0,841.15,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1123.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1124.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1125.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1126.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1127.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1128.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-63b394c3,1129.0,6567.22,Copper Cliff Complex,Copper Cliff,100.0,100.0
ON-MAIN-52224e1e,1117.0,13366.41,Creighton,Sudbury,22.22222222222222,12.5
ON-MAIN-52224e1e,1119.0,13366.41,Creighton,Shebandowan,33.333333333333336,30.0
ON-MAIN-52224e1e,1122.0,10587.23,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1123.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1124.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1125.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1126.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1127.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1128.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-52224e1e,1129.0,3544.58,Creighton,Copper Cliff,36.36363636363637,28.57142857142857
ON-MAIN-48fe2205,741.0,6377.05,Garson,Smelter Complex,33.333333333333336,9.523809523809518
ON-MAIN-48fe2205,742.0,6434.59,Garson,Smelter Complex,33.333333333333336,9.523809523809518
ON-MAIN-48fe2205,743.0,5650.46,Garson,Smelter Complex,33.333333333333336,9.523809523809518
ON-MAIN-48fe2205,744.0,12173.51,Garson,Nickel Rim Mine,25.0,9.523809523809518
ON-MAIN-48fe2205,745.0,11393.38,Garson,Nickel Rim Mine,25.0,9.523809523809518
ON-MAIN-48fe2205,1117.0,14260.79,Garson,Sudbury,25.0,15.384615384615387
ON-MAIN-48fe2205,1119.0,14260.79,Garson,Shebandowan,50.0,35.294117647058826
ON-MAIN-48fe2205,1122.0,17605.02,Garson,Copper Cliff,25.0,11.111111111111114
ON-MAIN-2e13aaa0,,,Port Colborne,,,
MB-MAIN-e0a6250e,1120.0,2711.34,Thompson (T-1 and T-3),Thompson,100.0,100.0
MB-MAIN-e0a6250e,1121.0,2711.34,Thompson (T-1 and T-3),Thompson,100.0,100.0
ON-MAIN-28f3f0fc,,,Totten,,,
NL-MAIN-d9036091,1116.0,261.03,Long Harbour,Long Harbour,100.0,100.0
NL-MAIN-d9036091,1118.0,261.03,Long Harbour,Levack ,33.333333333333336,11.111111111111114
NL-MAIN-2d8801d6,1115.0,6394.23,Voisey’s Bay,Voisey's Bay,91.66666666666666,91.66666666666667
QC-MAIN-860bbbfc,,,Lac Doré Vanadium,,,
YT-MAIN-e05ed9fe,,,Eagle (Dublin Gulch),,,
QC-MAIN-d59f82aa,,,Sirmac,,,
NT-MAIN-b1b28b01,,,Nechalacho - T-Zone & Tardiff Zone,,,
AB-MAIN-63f096a6,,,Rainbow Lake,,,
QC-MAIN-be473617,,,Mont Sorcier,,,
ON-MAIN-3c468faa,,,Superior Lake,,,
ON-MAIN-cb85213a,,,Eagle River,,,
QC-MAIN-9de9bb0d,16.0,8919.4,Kiena,Goldex,28.57142857142857,18.181818181818187
QC-MAIN-9de9bb0d,221.0,6963.33,Kiena,Bousquet ,25.0,15.384615384615387
QC-MAIN-9de9bb0d,19.0,13588.29,Kiena,Canadian Malartic,44.44444444444444,27.272727272727266
QC-MAIN-9de9bb0d,1243.0,14498.59,Kiena,Canadian Malartic,44.44444444444444,27.272727272727266
ON-MAIN-c5fefb01,,,Mishi,,,
BC-MAIN-feb13c30,,,Record Ridge,,,
YT-MAIN-5e0d8b48,,,Casino,,,
ON-MAIN-12c68d49,,,Eagle's Nest,,,
BC-MAIN-891d3cb5,,,Akie,,,
,25.0,,,Joutel,,
,26.0,,,Joutel,,
,30.0,,,Victor,,
,31.0,,,Victor,,
,32.0,,,Victor,,
,33.0,,,Snap Lake,,
,219.0,,,Bicroft,,
,220.0,,,Bicroft,,
,223.0,,,Cullaton Lake,,
,224.0,,,Cullaton Lake,,
,227.0,,,Giant Nickel,,
,228.0,,,Giant Nickel,,
,229.0,,,Golden Patricia,,
,230.0,,,Nickel Plate,,
,232.0,,,Renabie,,
,233.0,,,Uchi,,
,589.0,,,East Kemptville,,
,590.0,,,Elliot Lake,,
,591.0,,,Elliot Lake,,
,592.0,,,Elliot Lake,,
,593.0,,,Elliot Lake,,
,594.0,,,Elliot Lake,,
,595.0,,,Elliot Lake,,
,596.0,,,Elliot Lake,,
,597.0,,,Elliot Lake,,
,598.0,,,Island Copper,,
,607.0,,,Poirier,,
,614.0,,,Selbaie,,
,644.0,,,Bullmoose,,
,712.0,,,Bell,,
,713.0,,,Bell,,
,714.0,,,Granisle,,
,715.0,,,Granisle,,
,710.0,,,Boss Mountain,,
,711.0,,,Boss Mountain,,
,708.0,,,Brenda,,
,709.0,,,Brenda,,
,1034.0,,,Flin Flon,,
,1545.0,,,YVAN VEZINA,,
,1546.0,,,Solbec,,
,655.0,,,Lamaque,,
,657.0,,,Lamaque,,
,1672.0,,,Black fox,,
,900.0,,,Esterhazy,,
,901.0,,,Esterhazy,,
,902.0,,,Belle Plaine,,
,903.0,,,Colonsay,,
,1046.0,,,Red Chris,,
,1870.0,,,Porcupine Gold Mines  ,,
,1884.0,,,Porcupine Gold Mines  ,,
,1892.0,,,Equity Silver                     ,,
,1893.0,,,Miramar - Con Mine           ,,
,1894.0,,,Miramar - Con Mine           ,,
,1895.0,,,Miramar - Con Mine           ,,
,1330.0,,,Fort Hills,,
,1166.0,,,Rambler's Nugget Pond Mill Site,,
,1167.0,,,Rambler's Nugget Pond Mill Site,,
,1168.0,,,Rambler's Nugget Pond Mill Site,,
,381.0,,,FalCon Project,,
,705.0,,,Heath Steele,,
,706.0,,,Mattabi,,
,707.0,,,Willroy,,
,1292.0,,,Beaverdell,,
,1293.0,,,Beaverdell,,
,1294.0,,,Bullmoose,,
,1296.0,,,Duck Pond,,
,1297.0,,,Elkview,,
,1298.0,,,Elkview,,
,1299.0,,,Elkview,,
,1300.0,,,Elkview,,
,1301.0,,,Elkview,,
,1303.0,,,Fisherman Road ,,
,1304.0,,,Fording River,,
,1305.0,,,Fording River,,
,1306.0,,,Fording River,,
,1307.0,,,Fording River,,
,1308.0,,,Greenhills,,
,1318.0,,,Pinchi ,,
,1320.0,,,Quintette,,
,1321.0,,,Quintette,,
,1323.0,,,Sa Dena Hes ,,
,1324.0,,,Sullivan,,
,1325.0,,,Sullivan,,
,1326.0,,,Sullivan,,
,1327.0,,,Sullivan,,
,1328.0,,,Sullivan,,
,829.0,,,Endako,,
,830.0,,,Endako,,
,1505.0,,,Fort Hills,,
,696.0,,,Brunswick Mine,,
,697.0,,,Brunswick Mine,,
,700.0,,,Mines Gaspe,,
,701.0,,,Mines Gaspe,,
,702.0,,,Mines Gaspe,,
,703.0,,,Mines Gaspe,,
,704.0,,,Geco,,
